cabecalho,data_hora,imagens
"[BEM VIVER] O programa Bem Viver está com inscrições abertas para práticas on-line de Meditação a servidores e estudantes do Instituto. As aulas são gratuitas e começam no dia 13 de setembro. O projeto agora será desenvolvido às terças-feiras, às 17 horas. #pratiquemeditação #bemviver #inscriçõesabertas",2022-09-05 15:43:00,1
"[JIF] E saiu o boletim com a classificação geral dos Jogos das Instituições Federais (JIF). Os dois últimos dias foram marcados pela emoção das premiações das modalidades individuais e coletivas já finalizadas, além das finais do vôlei e futsal feminino e masculino. Os JIF ocorreram de 29 de agosto a 2 de setembro sob organização do Campus Iporá. A etapa institucional antecede a nacional, que será realizada em novembro pelo Instituto Federal de São Paulo. Os JIF 2023 serão sediados no Campus Rio Verde.Confira detalhes no nosso portal www.ifgoiano.edu.br #JIF #JIFEtapaIFGoiano #classificaçãofinal",2022-09-04 02:51:00,2
"| GT PPA| O PPA 2022 irá realizar nosso último encontro de 2022 e trataremos do tema - Que emoções a aposentadoria provoca em você?Teremos como palestrantes as servidoras Psicóloga do IFG Thais Camargo e a Técnica de Enfermagem do SIASS Arlete Lima.Nosso encontro acontecerá, na próxima terça-feira, dia 06 de setembro, às 09 horas, na plataforma Teams.Para participar é necessário se inscrever no link abaixo:https://forms.gle/HT1QDtDRnuKqkjqk9",2022-09-02 18:22:00,1
"Em setembro o GT de Saúde Mental do Programa Bem Viver convida a todas(os) para se unirem à campanha Setembro Amarelo, de prevenção ao suicídio. Participe! Que tal focar no autocuidado e somar no cuidado coletivo!!!Contatos: CVC - 188NASS: nass@ifgoiano.edu.br",2022-09-02 18:05:00,2
"[JIF] Saíram as primeiras medalhas dos JIF na estreia das modalidades individuais, realizadas na quarta-feira, 31, na Fazenda-Escola do Campus Iporá. Nos 100 metros do atletismo, três estudantes com deficiência participaram das provas. Também foram realizadas competições de tênis de mesa, xadrez, vôlei, futsal, futebol society e handebol. Confira alguns resultados do terceiro dia – os das modalidades individuais estão no nosso portal: www.ifgoiano.edu.br #JIF #JIFEtapaIFGoiano #quartafeira",2022-09-01 21:53:00,4
"[JIF] A estreia do futebol society e a instensificação das partidas marcararam o segundo dia dos Jogos das Instituições Federais (JIF). Foram 25 disputas ocorridas em três locais da cidade de Iporá, que sedia a edição deste ano. A competição segue até sexta-feira, 2. Confira os resultados. Acesse nosso portal para saber mais sobre o evento: www.ifgoiano.edu.br #JIF #JIFEtapaIFGoiano #tercafeira",2022-09-01 03:44:00,4
"[JIF] As partidas de voleibol, futsal e handebol movimentaram o primeiro dia dos Jogos das Instituições Federais (JIF) – Etapa IF Goiano. O evento teve início na segunda-feira, 29. Confira os resultados. A covertura completa do evento está no nosso portal: www.ifgoiano.edu.br  #JIF #resumododia #segundafeira",2022-08-30 19:15:00,4
"[JIF] Após três anos adiando os Jogos das Instituições Federais (JIF), o clima da abertura realizada segunda à noite no auditório do Campus Iporá foi de recomeço. Na ocasião, ressaltaram-se aprendizados que os JIF trazem a toda a comunidade escolar: disciplina, respeito, tolerância, lealdade, integração e cidadania. Mais de 600 pessoas participaram do evento, entre estudantes atletas, professores de Educação Física, servidores e gestores. Após a cerimônia, iniciou-se a partida que abriu oficialmente os jogos: futsal masculino entre Campus Iporá e Campus Avançado Ipameri. Os JIF seguem até sexta-feira, 2.Confira mais detalhes sobre a cerimônia de abertura no nosso portal: www.ifgoiano.edu.br #JIF #JIFEtapaIFGoiano #aberturaoficial",2022-08-30 13:43:00,4
"[JIF] Tudo pronto para a etapa IF Goiano dos Jogos das Instituições Federais (JIF)! O credenciamento estará disponível hoje das 8 às 17 horas. O jogo de estreia será Campus Posse x Campus Iporá no voleibol masculino, às 11 horas. A abertura oficial do evento está prevista para 19 horas, tudo no ginásio da unidade. Os JIF estão sendo sediados pelo Campus Iporá, que fica a 226 quilômetros de Goiânia, e vão até sexta-feira, 2 de setembro. Confira a tabela dos jogos e a programação completa do evento: https://bit.ly/3wC7H5v#jifetapaifgoiano #jif #começamhoje",2022-08-29 12:00:00,1
"[BEM VIVER] O programa Bem Viver está com inscrições abertas para práticas on-line de Meditação a servidores e estudantes do Instituto. As aulas são gratuitas e começam no dia 13 de setembro. O projeto agora será desenvolvido às terças-feiras, às 17 horas. #pratiquemeditação #bemviver #inscriçõesabertas",2022-08-26 19:44:00,1
"[JIF] Tem muita gente levando a sério os treinos para a etapa institucional dos Jogos das Instituições Federais (JIF). Alguns estão aproveitando o contraturno das aulas para acelerar o ritmo e fazer bonito para representar sua unidade. Afinal, são mais de 500 estudantes atletas dos 12 campi que estarão reunidos em Iporá no período de 29 de agosto a 02 de setembro. #JIF #JogosdasInstituiçõesFederais #JIFEtapaIFGoiano",2022-08-22 19:11:00,1
"O Programa Bem Viver prepara evento com o tema Saúde, bem-estar e atividade física na aposentadoria. Para receber o link, inscreva-se. Acesse: https://tinyurl.com/y9ycua7p",2022-08-16 12:29:00,1
"[JIF] Os JIF são um evento de integração e promoção do desporto baseado em princípios como democracia, conhecimento, educação integral, respeito à cidadania e humanização. As competições serão realizadas no Campus Iporá de 29 de agosto a 2 de setembro deste ano, com previsão de 520 estudantes atletas dos 12 campi do IF Goiano. #faltam15dias #JIFetapaIFGoiano #JIF #jogosdasinstituiçõesfederais",2022-08-15 17:21:00,1
"[INFORME GOIANO] O Instituto divulgou nova circular do Informe Goiano com a pesquisa Produção Agroecológica de Hortaliças em Sistema Pais. Para acessá-la, vá ao nosso portal, na seção Pesquisa/Publicações: https://bit.ly/3bagGU8 O Informe Goiano é um veículo de divulgação de informações técnicas e técnico-científicas das áreas de Ciências Agrárias, Biológicas, Química e de Tecnologia de Alimentos. Nele são divulgadas pesquisas realizadas no IF Goiano ou em parceria com outras instituições. #informegoiano #novacircular #divulgaçãodepesquisa",2022-08-15 16:07:00,1
"[MÊS DOS PAIS] Para comemorar o Mês dos Pais, o IF Goiano preparou uma série de posts que contam um pouco das histórias de servidores da nossa Instituição a partir do ponto de vista de seus filhos.#ifgoiano #diadospais #mêsdospais",2022-08-15 11:20:00,1
"[JIF] A etapa institucional dos Jogos das Instituições Federais será realizada de 29 de agosto a 2 de setembro no Campus Iporá do IF Goiano. São esperados cerca de 520 estudantes atletas para o evento. A competição terá duas modalidades individuais (atletismo e tênis de mesa) e cinco coletivas (handebol, futsal, voleibol, society e xadrez). Saiba como os JIF estão sendo organizados: https://bit.ly/3SQxkZR#JIF #jogosdasinstituiçõesfederais #JIFetapaIFGoiano",2022-08-12 20:04:00,1
[HOMENAGEM] Nesse domingo comemoramos o Dia dos Pais e o IF Goiano homenageia todos os pais da nossa comunidade escolar.,2022-08-12 17:00:00,1
Parabéns a todos os estudantes do IF Goiano.#DiaDoEstudante #IFGoiano #estudante #11deagosto,2022-08-11 11:00:00,1
Nessa terça-feira promovemos o segundo dia de atividades do I Ceagre Agro Experience. Arrasta para o lado e confira como foi o evento.,2022-08-09 20:28:00,4
"[MINICURSO] O IF Goiano promove no dia 24 de agosto o minicurso Como Redigir uma Patente?, voltado para pesquisadores e estudantes de pós-graduação. A capacitação é aberta ao público e será realizada na plataforma Teams, às 19 horas. As inscrições estão abertas e podem ser feitas no Sistema de Eventos da Instituição. Os participantes receberão certificado. Clique aqui para se inscrever: https://bit.ly/3Qrcu16#minicurso #comoredigirumapatente #jornadademinicursos #pesquisapósinovação",2022-08-09 19:36:00,1
"[MÊS DOS PAIS] Para comemorar o Mês dos Pais, o IF Goiano preparou uma série de posts que contam um pouco das histórias de servidores da nossa Instituição a partir do ponto de vista de seus filhos.#ifgoiano #diadospais #mêsdospais",2022-08-08 13:59:00,1
Anota aí na agenda para não perder a data da abertura do Ceagre Agro Experience.,2022-08-06 17:10:00,1
"[CEAGRE] O Centro de Excelência em Agricultura Exponencial (CEAGRE) do Instituto Federal Goiano (IF Goiano) realiza, entre os dias 08 a 11 de agosto, o 1° Ceagre Agro Experience, com o tema Inovações e Oportunidades. O evento ocorrerá na sede do CEAGRE, na cidade de Rio Verde e visa capacitar e conectar empresas e profissionais responsáveis por fortalecer o agronegócio aos projetos e as ações desenvolvidas pelo centro. Acesse o site www.ceagre.com.br e inscreva-se.",2022-08-05 19:16:00,1
"[ESTUDANTE] O Instituto acaba de publicar portaria que viabiliza a isenção de pagamento de taxas em eventos pagos promovidos pela Instituição. O incentivo é para estudantes em situação de vulnerabilidade socioeconômica. Segue o fio para conhecer as regras.Para saber mais, acesse: https://bit.ly/3JvCjLh#assuntosestudantis #isençãodetaxas #eventos",2022-08-03 15:36:00,3
"[SERVIDOR(A)] Como são suas condições de trabalho? As relações socioprofissionais no seu setor são saudáveis? Sente-se valorizado e respeitado no seu ambiente laboral? Essas são algumas questões que poderão ser respondidas, anonimamente, por meio do Diagnóstico Institucional de Qualidade de Vida no Trabalho (QVT). Ainda dá tempo de contribuir, para isso basta acessar a pesquisa no e-mail institucional. #qualidadedevidanotrabalho #diagnósticoqvt #participe",2022-08-01 15:39:00,1
"[MÊS DOS PAIS] Para comemorar o Mês dos Pais, o IF Goiano preparou uma série de posts que contam um pouco das histórias de servidores da nossa Instituição a partir do ponto de vista de seus filhos.#ifgoiano #diadospais #mêsdospais",2022-08-01 11:25:00,1
"[INFORME GOIANO] O Instituto divulgou nova circular do Informe Goiano com a pesquisa Análise de Perigos e Pontos Críticos de Controle na Indústria de Pescado. Para acessá-la, vá ao nosso portal, na seção Pesquisa/Publicações: https://bit.ly/3bagGU8O Informe Goiano é um veículo de divulgação de informações técnicas e técnico-científicas das áreas de Ciências Agrárias, Biológicas, Química e de Tecnologia de Alimentos. Nele são divulgadas pesquisas realizadas no IF Goiano ou em parceria com outras instituições. #informegoiano #novacircular #divulgaçãodepesquisa",2022-07-27 14:23:00,1
"[SELEÇÃO] O IF Goiano divulga edital para Busca Ativa de Projetos de Extensão. Interessados devem se inscrever até 8 de agosto, pelo Suap. A seleção é destinada a estudantes e servidores do IF Goiano. >>> Acesse o edital e tenha mais informações no link: https://bit.ly/3z7nGsL",2022-07-27 14:00:00,1
"[OPORTUNIDADE] O IF Goiano divulga novo cronograma do processo seletivo para o curso de Introdução à Produção Cultural: Elaboração de Projetos. A capacitação é a distância para candidatos acima de 18 e que tenham ensino médio completo. Interessados podem se inscrever até 15 de agosto, pela internet. A seleção será realizada por meio de análise do histórico escolar e ordem de inscrição.Serão destinadas 20 vagas para estudantes do IF Goiano, 20 para comunidade em geral e 24 para os membros dos Núcleos de Ciência, Arte e Cultura do IF Goiano (Naif), totalizando 64 vagas.Inscreva-se agora: https://bit.ly/3z1rWdq#cursoproduçãocultural #cursoparaestudantes #oportunidade",2022-07-26 18:23:00,1
"[SELEÇÃO] O IF Goiano divulga edital de seleção de projetos para Curricularização da Extensão na Instituição. Interessados devem se inscrever até 14 de agosto, pelo Suap. A seleção é destinada a estudantes e servidores do IF Goiano. >>> Acesse o edital e tenha mais informações no link: https://bit.ly/3z7nGsL",2022-07-26 15:25:00,1
"[EXTENSÃO] O IF Goiano divulga edital para composição do Conselho Editorial da Revista Ação e Sociedade.Poderão se inscrever servidores com a titulação de mestre pertencentes ao quadro de pessoal efetivo da Instituição, com lotação e atuação nos campi e/ou na Reitoria e que possuem alguma experiência nas ações de Extensão. A seleção será feita por meio da somatória da pontuação dessas ações e documentos comprobatórios.Serão oferecidas 7 vagas para titulares e 7 vagas para suplentes nas seguintes áreas: Ciências Exatas e da Terra, Ciências Biológicas, Ciências da Saúde, Ciências Agrárias, Ciências Sociais Aplicadas, Ciências Humanas e Linguística, Letras e Artes.O objetivo da Revista Ação e Sociedade é contribuir com reflexões sobre a Extensão como produtora de conhecimento científico, articulada com o ensino e a pesquisa, proporcionando a disseminação de novos conhecimentos produzidos.As inscrições podem ser feitas pelo portal do IF Goiano: https://bit.ly/3S2mEa4#açãoesociedade #conselhoeditorial #extensão",2022-07-25 16:50:00,1
"[SERVIDOR(A)] Ainda dá tempo de contribuir com o Diagnóstico Institucional de Qualidade de Vida no Trabalho (QVT). Por meio da pesquisa serão conhecidos dados como condições de trabalho, relações socioprofissionais, valorização e respeito no ambiente de trabalho, entre outros. Para participar, acesse seu e-mail institucional. Cabe lembrar que as questões podem ser respondidas anonimamente.#qualidadedevidanotrabalho #diagnosticoqvt #participe",2022-07-25 15:58:00,1
"[MULHERES MIL] O IF Goiano está com edital aberto para receber propostas de cursos para o Programa Mulheres Mil, que atende mulheres em situação de vulnerabilidade social. Cada campus pode apresentar uma proposta até 8 de agosto, por meio do Sistema Unificado de Administração Pública (Suap). O edital prevê a implementação de até quatro cursos, com a meta de 30 matrículas por campus, totalizando o atendimento de 120 mulheres.Mais informações podem ser obtidas no nosso portal: https://bit.ly/3ckV3k7#mulheresmil #ifgoianorecebepropostas #cursosparamulheres",2022-07-21 19:52:00,1
"[SERVIDOR(A)] Como são suas condições de trabalho? As relações socioprofissionais no seu setor são saudáveis? Sente-se valorizado e respeitado no seu ambiente laboral? Essas são algumas questões que poderão ser respondidas, anonimamente, por meio do Diagnóstico Institucional de Qualidade de Vida no Trabalho (QVT). Ainda dá tempo de contribuir, para isso basta acessar a pesquisa no e-mail institucional. #qualidadedevidanotrabalho #diagnósticoqvt #participe",2022-07-18 23:21:00,1
"Você já contribuiu para a construção de uma Política e um Programa de Qualidade de Vida no Trabalho (QVT) na sua Instituição?Essa é a hora! Não perca a oportunidade de responder ao questionário Diagnóstico Institucional de QVT.Assim, você nos fornecerá dados sobre as condições de trabalho, organização do trabalho, relações sócio profissionais do trabalho, elo trabalho e vida social e reconhecimento e crescimento profissional.A participação no Diagnóstico Institucional de QVT é voluntária e garantido o anonimato e confidencialidade dos dados.O questionário está disponível no seu e-mail institucional. Em caso de dúvida entre em contato pelo e-mail: diagnosticodeqvt@ifgoiano.edu.br]QVT[",2022-07-13 12:00:00,1
"[SERVIDOR(A)] Você já contribuiu para a construção de uma Política e um Programa de Qualidade de Vida no Trabalho (QVT) na sua Instituição? Esta é a hora!Para isso, não perca a oportunidade de responder ao questionário Diagnóstico Institucional de QVT. Por meio dele, você fornecerá dados sobre as condições e organização do trabalho, relações socioprofissionais, elo trabalho e vida social e reconhecimento e crescimento profissional.A participação no Diagnóstico Institucional de QVT é voluntária e o anonimato e confidencialidade dos dados são garantidos. O questionário está disponível no e-mail institucional.Em caso de dúvidas entre em contato pelo e-mail diagnosticodeqvt@ifgoiano.edu.br#qualidadedevidanotrabalho #diagnósticoqvt #participe",2022-07-11 12:30:00,1
"[PROCESSO SELETIVO] Divulgamos hoje um novo cronograma para a seleção. dos cursos de mestrado e doutorado. Interessados podem se candidatar entre os dias 11 e 29 de julho, pela internet. Acesse www.ifgoiano.edu.br/posgraduacao e confira as oportunidades.",2022-07-06 14:32:00,1
"[SERVIDOR(A)] Você já contribuiu para a construção de uma Política e um Programa de Qualidade de Vida no Trabalho (QVT) na sua Instituição? Esta é a hora!Para isso, não perca a oportunidade de responder ao questionário Diagnóstico Institucional de QVT. Por meio dele, você fornecerá dados sobre as condições e organização do trabalho, relações socioprofissionais, elo trabalho e vida social e reconhecimento e crescimento profissional.A participação no Diagnóstico Institucional de QVT é voluntária e o anonimato e confidencialidade dos dados são garantidos. O questionário está disponível no e-mail institucional.Em caso de dúvidas entre em contato pelo e-mail diagnosticodeqvt@ifgoiano.edu.br#qualidadedevidanotrabalho #diagnósticoqvt #participe",2022-07-04 12:30:00,1
"[EJIF] Agora é a vez dos jogadores de Free Fire. Os duelos ocorrem nessa sexta, a partir das 19h30, e sábado, a partir das 14h00. A competição segue na próxima semana, com o torneio do League of Legends.",2022-07-01 19:17:00,1
"[ENSINO] Aberto o período de submissão de artigos científicos que científicos para a VI edição da ""Ciclo Revista: experiência em formação no IF Goiano"". Interessados devem se inscrever até 31 de agosto.A VI edição da Ciclo Revista tem como tema ""Práticas educacionais durante a pandemia: vivências e aprendizados"", com o objetivo de socializar as experiências educacionais durante a pandemia que podem auxiliar o IF Goiano e demais instituições em pesquisas futuras.>>> Clique e inscreva-se: https://bit.ly/3nvleH9",2022-07-01 18:27:00,1
"[ENADE 2022] O Exame Nacional de Desempenho de Estudantes (Enade) 2022 vai avaliar estudantes dos cursos de Administração e Gestão Comercial do IF Goiano.O exame está previsto para 27 de novembro.Por que é importante participar?Além de avaliar o IF Goiano, o Enade fica registrado e é condição para emitir o histórico escolar e o diploma do estudante.São selecionados para o exame discentes do primeiro e último anos das graduações. Mas ele é mesmo obrigatório só para quem está concluindo o curso. Participe! #enade2022 #participe",2022-07-01 18:06:00,3
"[INFORME GOIANO] Saiu uma nova circular do Informe Goiano com a pesquisa Plano de Negócios em Produção de Alimentos. Para acessá-la, vá ao nosso portal, na seção Pesquisa/Publicações: https://bit.ly/3ONNxw0 O Informe Goiano é um veículo de divulgação de informações técnicas e técnico-científicas das áreas de Ciências Agrárias, Biológicas, Química e de Tecnologia de Alimentos. Nele são divulgadas pesquisas realizadas no IF Goiano ou em parceria com outras instituições. Conheça!#informegoiano #novacircular #divulgaçãodepesquisa",2022-06-30 21:35:00,1
"Em função de restrições legais do período eleitoral, iremos realizar algumas mudanças nos nossos perfis até outubro de. Para saber mais sobre o tema, basta acessar nosso portal: https://bit.ly/3nM7mbX",2022-06-30 15:36:00,1
"[TREINAMENTO CLARIVATE] O IF Goiano, juntamente com a empresa Clarivate disponibilizam treinamento das bases Web of Sicence e Endnote Online, ambas dentro do Portal de Periódicos Capes.Os interessados em participar podem acessar o link e realizar sua inscrição (Link nos stories)O Treinamento ocorrerá no dia 13 de julho de 2022, das 14h às 16h totalmente online! Quaisquer dúvidas, envie e-mail para sibi@ifgoiano.edu.br. Participe!Se possível inserir um story com o link de inscrição, seria perfeito. Encaminho a arte anexo a este chamado.",2022-06-30 15:15:00,1
"[INTERCÂMBIO] Com o programa IF Goiano Internacional nossos estudantes tem a oportunidade de realizar atividades práticas e/ou acadêmicas, de curta duração, no exterior.Em 2019, a aluna do curso de Agronomia, do Campus Iporá, Talita Cajango, participou do Programa numa fazenda leiteira na Holanda e também trabalhou com horticultura orgânica. Lá ela conseguiu uma bolsa-estágio, que a permitiu conhecer mais de 10 países da Europa.Além das técnicas aprendidas na fazenda, a aluna destaca que a oportunidade contribuiu para melhorar o seu inglês e também permitiu aprender um pouco sobre a língua hol#ifgoiano Se você tem vontade de partir para uma experiência como esta no exterior, inscreva-se no IF Goiano Internacional. Em caso de dúvidas ou esclarecimentos, entre em contato com a Unidade de Assuntos Internacionais pelo endereço internacional@ifgoiano.edu.br.#ifgoianointernacional #ifgoiano",2022-06-30 15:15:00,1
"[PROCESSO SELETIVO] Atenção: divulgamos o edital de seleção para cursos de mestrado e doutorado do IF Goiano. Ao todo são 85 vagas para diversas áreas e campi, tanto para pós-graduações acadêmicas quanto profissionais.As inscrições podem ser feitas no período de 18 a 29 de julho, pela internet.>>> Clique e acesse para mais informações: https://bit.ly/3OUF8H8#mestrado #doutorado #posgraduacao #ifgoiano #processoseletivo",2022-06-30 14:56:00,1
"[GT Preparando para Aposentadoria] – Já se inscreveu para o PPA 2022?Faremos nossa terceira oficina na próxima quinta-feira, dia 30/06/2022, às 15 horas na Plataforma Virtual Teams.O tema será “ Legislação Previdenciária: perdas e ganhos”Contamos com a Juliana Ferreira de Queiroz, especialista em Gestão Pública, Mestre em Gestão de Políticas Públicas, servidora do Instituto Federal do Tocantins, Pró-reitora de Administração. Será na quinta-feira, dia 30/06, às 15 horas. Link de inscrição: https://bit.ly/3Ovfola Confira a programação (sujeito à mudanças): https://bit.ly/3I1FJ7O Esperamos vocês!!#ifgoiano  #ifg  #siass",2022-06-29 21:09:00,1
"[BEM VIVER] Participe com a gente do ciclo de práticas de meditação para servidores e alunos do IF Goiano. As atividades, que são uma promoção do Programa Bem Viver, do Siass, são realizadas de forma on-line, todas às quintas-feiras, às 8 horas. As inscrições são gratuitas.>>> Inscreva-se e Participe: https://bit.ly/3DKWwKg",2022-06-29 18:44:00,4
IF Goiano updated their business hours.Sign up,2022-06-29 13:04:00,1
[CONVITE] O Dia internacional do Orgulho LGBTQIA,2022-06-28 20:01:00,4
"Hoje, 28 de junho, celebramos o Dia Internacional do Orgulho LGBTQIA",2022-06-28 12:29:00,4
"[SERVIDOR(A)] Você já contribuiu para a construção de uma Política e um Programa de Qualidade de Vida no Trabalho (QVT) na sua Instituição? Esta é a hora!Para isso, não perca a oportunidade de responder ao questionário Diagnóstico Institucional de QVT. Por meio dele, você fornecerá dados sobre as condições e organização do trabalho, relações socioprofissionais, elo trabalho e vida social e reconhecimento e crescimento profissional.A participação no Diagnóstico Institucional de QVT é voluntária e o anonimato e confidencialidade dos dados são garantidos. O questionário está disponível no e-mail institucional dos servidores. Em caso de dúvidas entre em contato pelo e-mail diagnosticodeqvt@ifgoiano.edu.br#qualidadedevidanotrabalho #diagnósticoqvt #participe",2022-06-27 18:25:00,1
"[eJIF} Que comecem os jogos! A abertura foi ontem, mas agora é pra valer. Nessa sexta-feira e sábado ocorrerão as partidas do Xadrez no eJIF 2022 aqui no IF Goiano. A transmissão ocorrerá pelo nosso canal da twitch tv (https://www.twitch.tv/eJIFIFGoiano).Nessa sexta-feira as disputas começam as 19 horas e no sábado, às 9 horas! Esperamos vocês lá!",2022-06-24 21:05:00,1
"[MINICURSO] Participe do minicurso ""Como redigir uma patente?"", que será realizado na quarta-feira, 29, às 19 horas, pela plataforma Teams.A atividade faz parte da I Jornada de Minicursos da Pesquisa, Pós-Graduação e Inovação. Participe!>>> Clique e faça sua inscrição: https://bit.ly/3A3CElW",2022-06-24 13:27:00,1
"[eJIF 2022] Temas de jogos e muita interação! Assim foi a abertura da etapa institucional da 2ª edição do eJIF 2022, que foi realizada ontem, no canal do youtube do IF Goiano!Os jogos do eJIF IF Goiano começam hoje e os atletas disputam nas modalidades Free Fire, League of Legends e Xadrez. As transmissões das partidas serão realizadas pelo nosso canal do Twitch. Todas as informações estão disponíveis na página do evento.>>> Clique e acesse a página do eJIF IF Goiano: https://bit.ly/3Nj8s9j",2022-06-24 12:57:00,4
"[eJIF 2022] Começa a etapa institucional dos Jogos eletrônicos dos Institutos Federais 2022 (eJIF)! A cerimônia de abertura será realizada hoje, a partir das 19 horas, no canal do IF Goiano no youtube.Os atletas dos eJIF IF Goiano poderão competir nas modalidades Free Fire, League of Legends e Xadrez. Os regulamentos, inscrições homologadas e tabelas de jogos podem ser acompanhados na página do evento no portal do Instituto.>>>Acesse e participe da abertura: https://bit.ly/3bq4crn",2022-06-23 13:42:00,1
"Iremos realizar na quinta-feira, 23, o lançamento do Centro de Excelência em Bioinsumos (CEBIO). O evento será realizado no Campus Morrinhos e apresentará as atividades do projeto, que é realizado em parceria com o Governo do Estado de Goiás, por intermédio da Secretaria do Estado de Agricultura Pecuária e Abastecimento (SEAPA) e da Fundação de Amparo à Pesquisa do Estado de Goiás (FAPEG). O CEBIO é uma ação ligada ao Programa Estadual de Bioinsumos, proposto pela Secretaria de Estado de Agricultura, Pecuária e Abastecimento (SEAPA) e cujo objetivo é fomentar o desenvolvimento e a adoção de bioinsumos e sistemas de produção sustentáveis. O Centro será composto de quatro Unidades de Referência em Bioinsumos (URBs) e 11 Unidades de Transferência de Tecnologia (UTTs) distribuídas em todo Estado de Goiás, nos municípios de Iporá, Catalão, Ipameri, Hidrolândia, Goiânia, Anápolis, Cristalina, Ceres, Posse e Campos Belos.",2022-06-22 19:28:00,1
"[BEM VIVER] Que instrumentos você tem para lidar com a ansiedade?Participe com a gente do ciclo de práticas de meditação para servidores e alunos do IF Goiano. As atividades, que são uma promoção do Programa Bem Viver, do Siass, são realizadas de forma on-line, todas às quintas-feiras, às 8 horas. As inscrições são gratuitas.>>> Inscreva-se e Participe: https://bit.ly/3DKWwKg",2022-06-22 14:50:00,4
"[LIVE] O GT Prevenção e Redução de Danos - Drogas, por meio do Programa Bem Viver, convida você a participar conosco da live: “CONVERSANDO SOBRE DROGAS PARA MELHOR ENTENDÊ-LAS”. O evento acontece hoje, às 19h30.A psicóloga Denise Marinho Borges, da Secretaria Municipal de Saúde estará conosco. Venha prestigiá-la. Entender como cada sujeito se relaciona com as drogas, sejam elas lícitas ou ilícitas ou identificar o lugar subjetivo e objetivo que ela (droga) ocupa na vida da pessoa, é tão importante quanto relevante para compreender e apoiar a pessoa em suas necessidades imediatas. A droga, em si mesma, deixa de ser o principal motivo. Participe desta live! Hoje, às 19h30, pelo canal do Youtube do Programa Bem Viver.>>> Acesse: https://bit.ly/3O9aEkO",2022-06-20 12:00:00,1
"[EDITORA IF GOIANO] O e-book Educação e Inovação: práticas educacionais inovadoras com uso das tecnologias é mais uma obra da Editora IF Goiano que está disponível gratuitamente. A publicação reúne pesquisas de autores de diversas regiões do país e possibilita novos modos de pensar a realidade do ensino, pesquisa, extensão e inovação, a partir de processos educativos e formativos, das inovações e adaptações necessárias com o uso das tecnologias, sobretudo no atual cenário de pandemia. As obras da Editora favorecem a democratização de saberes e são analisadas por um conselho editorial.Baixe agora o e-book: https://bit.ly/3Oge1pY#educaçãoeinovação #ebookgratuito #editoraifgoiano",2022-06-15 20:29:00,1
"[INTERCÂMBIO] Estão abertas as inscrições para o Programa IF Goiano Internacional! Interessados devem se inscrever até 1º de agosto, via e-mail.O programa oferece até 10 bolsas, no valor de R$ 10 mil reais. Para se inscrever, é importante que o estudante já tenha sido aprovado em processo seletivo de estágio ou acertado com a empresa onde irá desenvolver suas atividades de curta duração. A seleção é direcionada a estudantes do IF Goiano.> Acesse para mais informações: https://bit.ly/3xILvYA",2022-06-13 14:46:00,1
"[EDITORA] O IF Goiano lança neste sábado, 11, o e-book Jogos e brincadeiras para o ensino de Ciências. A obra pode ser baixada gratuitamente e atende a professores da educação básica interessados em diversificar metodologias no ensino da disciplina. De acordo com a publicação, os jogos e brincadeiras beneficiam o aprendizado, melhorando o desempenho cognitivo, motor, emocional, oratório e de interação, exercitam o raciocínio e as habilidades socioemocionais. Interessou? Baixe o e-book de graça: https://bit.ly/3MEShCTSaiba mais sobre o assunto: https://bit.ly/39aCtKj#ebookgratuito #editoraifgoiano #lançamentodeobra #ensinodeciências",2022-06-10 19:28:00,1
"[MINICURSO] É hoje: o minicurso ""Como escrever um artigo científico?""A atividade, que faz parte da I Jornada de Minicursos da Pesquisa, Pós-Graduação e Inovação, será realizada às 19 horas, pela plataforma Teams. Participe!>>> Clique e faça sua inscrição: https://bit.ly/3GtOB5o",2022-06-08 14:00:00,1
"[BEM VIVER] Participe com a gente do ciclo de práticas de meditação para servidores e alunos do IF Goiano. As atividades, que são uma promoção do Programa Bem Viver, do Siass, são realizadas de forma on-line, todas às quintas-feiras, às 8 horas. As inscrições são gratuitas.>>> Inscreva-se e Participe: https://bit.ly/3DKWwKg",2022-06-08 11:33:00,4
"[FEIRA AGROECOLÓGICA] É amanhã, a quarta edição da feira agroecológica, que voltou a ser realizada no formato presencial! Agora, os produtos fresquinhos vindos direto da fazenda poderão novamente ser escolhidos pessoalmente pelos consumidores de Goiânia e região! Confira a programação e não perca esta oportunidade.A Feira Interinstitucional Agroecológica compreende um espaço de trocas, saberes, experiências, vivências, respeito e valorização da identidade alimentar Goiana, baseada em práticas produtivas ecológicas, geracionais e regionais. É uma estratégia para avançar no desenvolvimento territorial mais sustentável com inclusão produtiva, oportunizando a construção colaborativa com servidores, agricultores, consumidores e pesquisadores, para que de forma colaborativa assumam a corresponsabilidade no ensino/extensão/pesquisa na promoção da alimentação saudável na UFG, IFG e IF Goiano.",2022-06-07 11:37:00,1
"[MINICURSO] Participe do minicurso ""Como escrever um artigo científico?"", que será realizado na quarta-feira, 8, às 19 horas, pela plataforma Teams.A atividade faz parte da I Jornada de Minicursos da Pesquisa, Pós-Graduação e Inovação. Participe!>>> Clique e faça sua inscrição: https://bit.ly/3GtOB5o",2022-06-06 11:40:00,1
